º€«œ¿œ,gesture,real,LR,match,FA1,FA2,FA3,FA4,FA5,FD1,FD2,FD3,FD4,FD5,HA1,HA2,HA3,HA4,HA5,result1,result2,result3,result4,result5
75,6,5,L,FALSE,3.033,3.007,2.893,3.046,2.257,1.908,2.068,2.189,2.214,2.099,0.211,0.146,0.048,0.409,1.524,1,1,1,1,0
76,6,6,L,TRUE,3.069,2.947,3.029,3.08,3.082,2.001,2.171,2.159,2.304,2.286,0.224,0.131,0.083,0.076,0.144,1,1,1,1,1
77,7,7,L,TRUE,1.878,2.998,3.103,3.045,3.004,0.763,2.163,2.245,2.388,2.289,1.34,0.074,0.073,0.086,0.213,0,1,1,1,1
78,7,8,L,FALSE,2.478,1.775,2.664,2.823,2.879,1.024,1.882,2.422,2.274,2.404,0.946,1.789,0.625,0.313,0.139,0,0,1,1,1
79,0,9,L,FALSE,2.428,1.711,1.45,1.72,2.83,0.845,1.57,1.975,1.394,2.178,1.015,1.723,2.216,1.205,0.29,0,0,0,1,1
80,0,10,L,FALSE,2.663,1.978,1.681,1.641,2.835,1.23,2.287,2.079,2.11,2.084,0.901,2.224,2.36,2.293,0.483,0,0,0,0,1
81,0,11,L,FALSE,2.073,2.887,2.861,1.989,2.163,1.012,2.042,2.267,1.826,2.136,1.144,0.229,0.233,2.093,2.149,0,1,1,0,0
82,12,12,L,TRUE,2.69,2.867,1.679,1.815,2.899,1.853,2.267,1.721,1.781,1.796,0.267,0.247,2.204,2.037,0.33,1,1,0,0,1
83,13,13,L,TRUE,2.267,2.821,2.096,2.114,2.392,1.156,2.293,1.643,1.592,1.998,0.928,0.238,2.009,2.104,2.099,0,1,0,0,0
84,7,14,L,FALSE,1.864,3.073,3.107,2.823,2.361,0.833,2.17,2.405,2.467,2.255,1.434,0.144,0.078,0.25,1.916,0,1,1,1,0
1,1,1,R,TRUE,1.788,0.505,0.526,0.57,0.734,1.222,0.53,0.502,0.543,0.722,1.397,2.367,2.118,2.104,1.912,0,0,0,0,0
2,0,2,R,FALSE,2.714,1.172,1.373,1.38,2.528,2.098,1.51,1.208,1.296,2.005,0.331,2.659,2.343,2.463,1.992,1,0,0,0,0
3,3,3,R,TRUE,2.705,2.89,1.831,1.781,2.208,2.026,2.24,1.446,1.358,1.653,0.26,0.309,2.118,2.208,2.116,1,1,0,0,0
4,4,4,R,TRUE,2.777,3.056,2.944,1.552,1.827,1.92,2.164,2.161,1.699,1.724,0.188,0.086,0.125,2.269,2.24,1,1,1,0,0
5,6,5,R,FALSE,3.047,3.048,3.056,2.368,2.289,1.96,2.177,2.425,1.876,2.193,0.317,0.172,0.113,0.802,1.845,1,1,1,1,0
6,6,6,R,TRUE,2.97,3.001,3.092,3.109,3.11,2.014,2.21,2.396,2.424,2.315,0.044,0.048,0.129,0.21,0.325,1,1,1,1,1
7,7,7,R,TRUE,1.653,3.078,3.083,3.033,3.054,0.827,2.242,2.284,2.38,2.315,1.494,0.153,0.074,0.066,0.194,0,1,1,1,1
8,7,8,R,FALSE,2.164,1.897,2.915,2.907,2.786,1.254,2.467,2.247,2.126,2.076,0.997,1.853,0.399,0.156,0.202,0,0,1,1,1
9,10,9,R,FALSE,2.025,1.462,1.5,1.122,2.82,0.734,1.839,1.649,0.903,1.792,1.299,2.214,2.18,1.05,0.309,0,0,0,1,1
10,1,10,R,FALSE,2.089,1.475,1.348,1.461,1.926,0.859,1.596,1.69,1.89,1.263,1.278,2.034,2.244,2.272,0.811,0,0,0,0,1
11,11,11,L,TRUE,1.895,3.011,2.942,1.949,2.011,1.111,2.155,2.573,1.865,1.908,1.275,0.026,0.071,2.097,2.127,0,1,1,0,0
12,12,12,R,TRUE,2.962,3.031,1.843,2.048,2.659,1.911,2.276,1.913,1.947,1.392,0.16,0.311,2.32,2.145,0.626,1,1,0,0,1
13,13,13,R,TRUE,1.843,2.841,1.942,1.861,2.422,0.867,2.02,1.525,1.394,1.713,1.348,0.232,2.12,2.252,2.06,0,1,0,0,0
14,7,14,R,FALSE,1.968,3.135,3.071,2.963,2.126,1.252,2.284,2.388,2.535,2.253,1.3,0.122,0.068,0.272,1.752,0,1,1,1,0
15,1,1,R,TRUE,1.839,1.071,1.06,1.221,1.757,1.246,1.109,1.011,1.157,1.501,1.272,2.431,2.517,2.467,2.274,0,0,0,0,0
16,2,2,R,TRUE,2.833,1.636,1.564,1.506,2.621,2.027,1.302,1.173,1.177,1.559,0.211,2.304,2.338,2.471,2.052,1,0,0,0,0
17,4,3,R,FALSE,2.775,2.933,2.488,2.342,2.147,2.406,2.207,1.573,1.342,1.509,0.085,0.269,1.891,1.954,2.005,1,1,0,0,0
18,4,4,R,TRUE,2.838,3.065,3.034,1.815,1.846,2.118,2.153,2.324,1.894,1.919,0.104,0.132,0.206,2.135,2.125,1,1,1,0,0
19,6,5,R,FALSE,2.965,3.092,3.059,2.828,2.463,2.004,2.226,2.404,2.291,2.382,0.521,0.162,0.121,0.687,2.021,1,1,1,1,0
20,6,6,R,TRUE,3.007,2.988,3.063,3.073,3.071,2.159,2.207,2.387,2.404,2.297,0.105,0.076,0.146,0.196,0.301,1,1,1,1,1
21,7,7,R,TRUE,1.671,3.105,3.096,3.125,3.061,0.957,2.216,2.258,2.35,2.248,1.468,0.119,0.121,0.106,0.189,0,1,1,1,1
22,8,8,R,TRUE,2.414,1.599,2.931,3.038,2.984,1.683,2.012,2.322,2.291,2.23,0.763,1.68,0.169,0.048,0.147,0,0,1,1,1
23,9,9,R,TRUE,2.162,1.332,1.417,2.911,2.836,1.26,1.359,1.294,1.452,2.218,1.141,1.738,1.773,0.515,0.185,0,0,0,1,1
24,10,10,R,TRUE,2.206,0.808,1.097,1.356,2.549,1.118,0.856,1.235,1.596,1.461,1.026,1.918,2.134,2.275,0.268,0,0,0,0,1
25,11,11,R,TRUE,1.842,2.97,2.888,1.812,1.919,0.786,2.193,2.313,1.81,1.962,1.361,0.139,0.18,2.016,1.938,0,1,1,0,0
26,12,12,R,TRUE,3.053,3.036,1.732,1.932,2.534,1.861,2.183,1.875,1.975,1.344,0.268,0.296,2.329,2.208,0.783,1,1,0,0,1
27,13,13,R,TRUE,1.87,2.861,1.904,1.856,2.25,0.868,2.07,1.533,1.378,1.615,1.336,0.193,2.169,2.176,1.994,0,1,0,0,0
28,0,14,R,FALSE,2.928,3.078,3.059,2.156,2.088,2.042,2.153,2.362,2.133,2.274,0.094,0.029,0.232,2.085,2.176,0,1,1,1,0
29,14,14,R,TRUE,1.991,3.106,3.109,2.997,1.433,0.521,2.357,2.327,2.402,1.815,1.308,0.134,0.047,0.021,1.802,0,1,1,1,0
30,1,1,R,TRUE,2.153,1.012,0.998,1.087,1.389,1.138,1.125,1.089,1.177,1.395,1.009,2.529,2.717,2.682,2.451,0,0,0,0,0
31,2,2,R,TRUE,2.753,1.307,1.434,1.472,2.472,1.991,1.386,1.215,1.307,1.826,0.286,2.547,2.453,2.556,2.004,1,0,0,0,0
32,3,3,R,TRUE,2.844,2.87,2.174,2.152,2.266,1.94,2.241,1.578,1.423,1.607,0.166,0.258,2.027,2.092,2.033,1,1,0,0,0
33,4,4,R,TRUE,2.872,3.047,2.979,1.612,1.716,1.8,2.181,2.226,1.803,1.877,0.079,0.093,0.132,2.226,2.194,1,1,1,0,0
34,6,5,R,FALSE,3.112,3.11,3.058,2.489,2.191,1.718,2.133,2.45,1.785,2.143,0.297,0.156,0.099,0.667,1.776,1,1,1,1,0
35,6,6,R,TRUE,2.922,3.03,3.049,3.089,3.049,1.911,2.198,2.382,2.481,2.362,0.057,0.082,0.081,0.183,0.472,1,1,1,1,1
36,7,7,R,TRUE,1.362,3.085,3.07,2.979,2.933,0.497,2.233,2.302,2.42,2.252,1.836,0.202,0.09,0.079,0.257,0,1,1,1,1
37,7,8,R,FALSE,2.044,1.719,2.795,2.725,2.654,0.977,2.145,2.471,2.294,2.254,1.224,1.87,0.577,0.363,0.299,0,0,1,1,1
38,9,9,R,TRUE,2.233,1.209,1.578,2.323,2.792,0.855,1.511,1.747,1.526,2.19,1.135,2.072,1.939,0.73,0.439,0,0,0,1,1
39,10,10,R,TRUE,2.216,1.448,1.429,1.247,2.138,0.962,1.492,1.68,1.681,1.498,1.146,2.08,2.31,2.422,0.804,0,0,0,0,1
40,11,11,R,TRUE,1.688,2.872,2.807,1.724,1.933,0.724,2.153,2.217,1.667,1.891,1.482,0.219,0.094,2.163,2.078,0,1,1,0,0
41,12,12,R,TRUE,3.021,2.978,1.542,1.565,2.684,1.581,2.058,1.857,1.882,1.969,0.162,0.367,2.401,2.265,0.477,1,1,0,0,1
42,13,13,R,TRUE,1.847,2.905,1.847,2.059,2.755,1.027,2.055,1.588,1.524,1.881,1.317,0.178,2.323,2.217,1.914,0,1,0,0,0
43,7,14,R,FALSE,1.795,3.063,3.097,2.972,2.117,0.824,2.298,2.363,2.535,2.26,1.351,0.128,0.081,0.24,1.612,0,1,1,1,0
44,1,1,L,TRUE,2.206,1.214,1.301,1.221,1.411,0.991,1.263,1.117,1.002,1.065,1.144,2.549,2.468,2.531,2.506,0,0,0,0,0
45,2,2,L,TRUE,2.718,1.698,1.723,1.369,2.711,1.866,1.377,1.166,1.044,1.334,0.404,2.12,2.005,2.25,2.001,1,0,0,0,0
46,13,3,L,FALSE,2.462,2.508,1.707,1.13,1.415,1.141,2.154,1.118,0.926,1.045,0.821,0.316,2.177,2.593,2.604,1,1,0,0,0
47,4,4,L,TRUE,3.022,2.879,2.475,1.858,2.632,1.906,2.162,1.737,1.21,1.374,0.119,0.128,0.333,1.989,2.122,1,1,1,0,0
48,14,5,L,FALSE,2.319,3.083,3.053,2.798,2.117,1.423,2.173,2.088,1.705,1.923,0.727,0.294,0.151,0.633,1.653,1,1,1,1,0
49,6,6,L,TRUE,2.52,2.96,3.005,3.027,3.105,1.955,2.21,2.224,2.55,2.25,0.458,0.127,0.216,0.376,0.74,1,1,1,1,1
50,7,7,L,TRUE,1.539,3.04,3.129,2.955,2.915,0.645,2.221,2.311,2.514,2.299,1.594,0.048,0.091,0.109,0.451,0,1,1,1,1
51,8,8,L,TRUE,2.347,0.979,3.067,2.931,2.984,0.937,1.869,2.27,2.357,2.136,0.894,2.455,0.175,0.08,0.336,0,0,1,1,1
52,10,9,L,FALSE,2.323,1.468,1.507,1.923,2.884,0.957,1.704,1.717,1.387,2.286,0.964,2.008,1.962,1.067,0.192,0,0,0,1,1
53,10,10,L,TRUE,2.046,0.967,0.927,1.111,2.826,1.002,1.221,1.131,1.463,2.155,1.155,2.408,2.49,2.423,0.405,0,0,0,0,1
54,11,11,L,TRUE,1.852,2.859,2.755,1.749,2.139,0.893,2.077,2.242,1.467,1.615,1.334,0.113,0.157,2.151,2.326,0,1,1,0,0
55,12,12,L,TRUE,3.047,2.989,1.629,1.66,2.302,1.741,2.243,1.741,1.736,1.397,0.161,0.225,2.203,2.225,0.911,1,1,0,0,1
56,13,13,L,TRUE,1.79,2.863,1.897,1.632,2.011,0.969,2.362,1.347,1.236,1.588,1.44,0.165,2.203,2.37,2.554,0,1,0,0,0
57,14,14,L,TRUE,1.964,3.1,3.04,2.519,1.936,1.021,2.226,2.363,1.335,1.877,1.369,0.198,0.265,0.952,1.883,0,1,1,1,0
58,1,1,L,TRUE,2.656,1.363,1.486,1.309,1.427,1.451,1.44,1.591,1.397,1.478,0.62,1.533,1.719,1.779,1.762,0,0,0,0,0
59,3,2,L,FALSE,2.732,1.963,2.021,1.71,2.789,1.963,1.564,1.303,1.224,1.541,0.359,1.981,1.939,2.163,1.904,1,0,0,0,0
60,3,3,L,TRUE,2.794,2.907,1.989,0.971,1.511,1.949,1.743,1.099,0.825,1.069,0.4,0.553,1.902,2.387,2.397,1,1,0,0,0
61,0,4,L,FALSE,3.016,2.844,2.75,1.931,2.21,2,2.056,1.935,1.748,2.01,0.146,0.179,0.556,1.942,2.243,1,1,1,0,0
62,14,5,L,FALSE,2.397,3.102,3.071,2.914,2.196,1.443,2.165,2.084,1.775,1.788,0.665,0.223,0.141,0.534,1.609,1,1,1,1,0
63,7,6,R,FALSE,2.395,3.102,3.066,3.025,2.984,0.848,2.245,2.363,2.367,2.414,1.041,0.15,0.324,0.414,0.513,1,1,1,1,1
64,7,7,L,TRUE,1.676,2.983,3.062,2.956,2.978,0.563,2.239,2.301,2.452,2.278,1.511,0.095,0.062,0.101,0.379,0,1,1,1,1
65,8,8,L,TRUE,2.458,1.23,3.013,2.906,2.975,1.003,1.702,2.414,2.412,2.104,0.778,2.186,0.271,0.124,0.289,0,0,1,1,1
66,9,9,L,TRUE,2.661,1.095,1.41,2.305,2.866,1.203,1.107,1.352,1.434,2.283,0.684,1.715,1.813,0.871,0.341,0,0,0,1,1
67,10,10,L,TRUE,2.054,0.731,0.811,0.933,2.912,0.829,0.948,1.029,1.235,2.2,1.203,2.321,2.431,2.322,0.417,0,0,0,0,1
68,11,11,L,TRUE,1.767,2.824,2.756,1.782,2.129,0.802,2.086,2.274,1.523,1.701,1.433,0.208,0.165,2.119,2.249,0,1,1,0,0
69,3,12,L,FALSE,3.013,2.923,1.54,1.606,1.947,1.702,2.217,1.71,1.719,1.296,0.298,0.249,2.24,2.198,0.948,1,1,0,0,1
70,13,13,L,TRUE,1.892,2.892,1.889,1.614,1.899,1.012,2.425,1.334,1.182,1.312,1.395,0.222,2.344,2.496,2.586,0,1,0,0,0
71,7,14,L,FALSE,1.985,3.052,3.075,2.8,2.035,0.635,2.135,2.12,1.657,1.711,1.224,0.208,0.01,0.197,1.34,0,1,1,1,0
73,1,1,L,TRUE,2.191,1.477,1.765,1.591,2.357,1.214,1.391,1.31,1.241,1.542,1.012,2.087,2.008,2.285,2.221,0,0,0,0,0
74,3,2,L,FALSE,2.747,1.896,2.215,1.947,2.651,2.102,1.525,1.376,1.288,1.531,0.283,2.038,1.933,2.14,2.061,1,0,0,0,0
75,1,3,R,FALSE,2.323,1.406,1.322,1.366,2.016,1.444,1.103,0.974,1.018,1.144,1.054,2.261,1.936,2.312,2.074,1,1,0,0,0
76,4,4,L,TRUE,2.671,2.995,2.728,1.583,2.537,1.99,2.214,2.05,1.312,1.723,0.32,0.203,0.303,2.155,2.237,1,1,1,0,0
77,14,5,L,FALSE,2.323,3.06,3.114,2.805,2.046,1.729,2.136,2.093,1.966,1.94,0.688,0.169,0.13,0.333,1.951,1,1,1,1,0
78,6,6,L,TRUE,2.607,3.029,3.089,3.047,3.03,2.23,2.232,2.29,2.443,2.332,0.335,0.067,0.037,0.103,0.298,1,1,1,1,1
79,7,7,L,TRUE,1.869,3.073,3.079,2.976,3.052,0.723,2.248,2.327,2.661,2.179,1.344,0.038,0.138,0.205,0.572,0,1,1,1,1
80,8,8,L,TRUE,2.114,1.305,2.927,2.871,2.934,1.047,1.664,2.432,2.472,2.355,1.104,2.042,0.208,0.099,0.274,0,0,1,1,1
81,9,9,L,TRUE,2.056,0.812,0.858,2.42,2.625,0.951,1.144,1.103,1.824,2.149,1.311,2.489,2.323,0.662,0.472,0,0,0,1,1
82,10,10,L,TRUE,2.039,0.896,0.904,1.103,2.673,0.962,1.049,0.932,1.18,1.97,1.17,2.275,2.219,2.228,0.417,0,0,0,0,1
83,0,11,L,FALSE,1.881,2.967,3.037,1.932,2.106,1.076,2.199,2.397,1.905,2.229,1.292,0.017,0.107,2.114,2.224,0,1,1,0,0
84,3,12,L,FALSE,3.012,2.935,1.909,1.845,1.64,1.741,2.303,1.834,1.637,1.472,0.269,0.253,2.308,2.296,1.746,1,1,0,0,1
85,13,13,L,TRUE,2.032,2.985,2.029,2.049,2.385,1.15,2.293,1.576,1.376,1.515,1.228,0.183,2.19,2.253,2.259,0,1,0,0,0
86,14,14,L,TRUE,1.952,2.904,2.96,2.603,1.74,0.621,2.188,2.26,1.932,1.657,1.449,0.099,0.056,0.28,1.744,0,1,1,1,0
1,1,1,R,TRUE,2.361,1.806,1.03,1.182,1.555,1.173,1.24,0.87,1.015,1.059,0.87,1.976,2.138,2.384,1.729,0,0,0,0,0
2,2,2,R,TRUE,2.996,1.125,0.924,0.974,1.572,1.862,0.913,0.803,0.836,1.079,0.311,2.353,2.333,2.486,1.365,1,0,0,0,0
3,2,3,R,FALSE,3.017,0.433,0.817,0.88,0.562,1.895,0.543,0.76,0.854,0.624,0.256,0.825,2.505,2.821,1.749,1,1,0,0,0
4,4,4,R,TRUE,2.949,2.792,2.815,1.673,1.814,1.795,2.175,2.321,1.084,1.169,0.3,0.311,0.155,0.661,0.717,1,1,1,0,0
5,6,5,R,FALSE,2.978,2.789,2.781,2.871,3.094,1.847,1.926,2.095,2.242,2.065,0.321,0.334,0.322,0.398,0.138,1,1,1,1,0
6,6,6,R,TRUE,3.039,2.794,2.703,2.835,2.845,1.851,2.031,2.207,2.376,2.052,0.281,0.299,0.376,0.405,0.3,1,1,1,1,1
7,7,7,R,TRUE,2.221,3.097,3.061,3.02,3.041,0.825,2.094,1.945,2.271,2.58,1.067,0.307,0.277,0.175,0.062,0,1,1,1,1
8,8,8,R,TRUE,2.404,0.815,2.619,2.776,2.856,1.133,0.805,1.524,1.898,2.341,0.836,1.586,0.319,0.233,0.159,0,0,1,1,1
9,4,9,R,FALSE,2.805,2.839,2.782,1.652,0.888,1.073,2.188,2.342,1.208,0.826,0.529,0.148,0.547,1.105,0.783,0,0,0,1,1
10,0,10,L,FALSE,2.741,1.751,1.498,1.419,2.76,1.16,1.589,1.438,1.481,1.934,0.612,2.124,2.058,1.997,0.054,0,0,0,0,1
11,11,11,R,TRUE,2.166,2.961,2.816,1.552,1.928,0.946,2.31,1.958,1.303,1.594,1.084,0.189,0.299,1.682,1.749,0,1,1,0,0
12,12,12,R,TRUE,3.01,2.216,1.811,1.593,2.74,1.99,1.704,1.095,1.183,2.059,0.303,0.328,1.32,1.492,0.122,1,1,0,0,1
13,13,13,R,TRUE,2.006,2.768,1.626,1.491,1.959,1.056,2.137,1.211,1.189,1.337,1.204,0.55,2.032,2.258,2.033,0,1,0,0,0
14,7,14,R,FALSE,1.955,3.026,3.05,2.99,2.873,0.805,2.158,2.395,2.187,1.991,1.226,0.108,0.22,0.265,0.375,0,1,1,1,0
15,1,1,R,TRUE,2.063,1.55,0.922,0.987,1.562,0.982,1.132,0.801,0.852,1.055,1.116,2.105,2.029,2.385,1.405,0,0,0,0,0
16,2,2,R,TRUE,3.028,0.936,0.806,0.798,1.769,1.805,0.813,0.736,0.733,1.109,0.282,2.314,2.215,2.303,1.252,1,0,0,0,0
17,3,3,R,TRUE,3.073,1.879,0.751,0.811,0.943,1.9,1.5,0.738,0.727,0.827,0.193,0.212,1.896,2.417,1.817,1,1,0,0,0
18,4,4,R,TRUE,2.975,2.907,2.677,1.383,1.65,1.81,2.085,2.055,1.162,1.435,0.228,0.188,0.48,2.092,2.148,1,1,1,0,0
19,6,5,R,FALSE,3.071,3.036,2.987,3.007,2.277,1.888,2.205,2.31,2.251,1.67,0.226,0.164,0.195,0.239,0.798,1,1,1,1,0
20,6,6,R,TRUE,3.05,2.96,3.037,3.103,2.977,1.917,2.095,2.304,2.41,2.236,0.157,0.15,0.226,0.253,0.351,1,1,1,1,1
21,7,7,R,TRUE,1.8,2.972,3.051,3.032,3.018,0.611,2.145,2.298,2.487,2.405,1.369,0.125,0.19,0.135,0.3,0,1,1,1,1
22,8,8,R,TRUE,1.97,1.632,3.024,3.039,3.036,0.878,1.285,2.389,2.632,2.252,1.319,1.078,0.126,0.162,0.339,0,0,1,1,1
23,0,9,R,FALSE,2.208,1.846,1.401,2.392,2.551,0.738,1.691,1.579,1.762,2.16,1.176,1.474,1.924,0.807,0.385,0,0,0,1,1
24,0,10,R,FALSE,2.705,1.984,1.917,1.541,2.784,1.119,1.9,1.819,1.688,2.066,0.663,2.058,2.101,2.116,0.145,0,0,0,0,1
25,11,11,R,TRUE,2.057,3,2.92,1.813,1.982,0.849,2.153,2.312,1.474,1.768,1.221,0.155,0.386,1.814,1.906,0,1,1,0,0
26,12,12,R,TRUE,2.985,2.189,1.624,1.268,2.666,1.998,1.655,1.025,0.967,1.902,0.317,0.447,1.14,1.251,0.07,1,1,0,0,1
27,13,13,R,TRUE,2.396,2.729,1.532,1.176,1.674,1.189,2.064,1.055,1.001,1.218,0.853,0.541,1.754,2.322,2.034,0,1,0,0,0
28,7,14,R,FALSE,1.932,2.997,2.914,3.061,2.94,0.766,2.107,2.287,2.286,2.035,1.237,0.12,0.282,0.28,0.242,0,1,1,1,0
29,1,1,R,TRUE,2.133,1.828,1.579,1.258,2.122,1.064,1.338,1.041,0.965,1.275,1.011,1.995,1.729,2.023,1.585,0,0,0,0,0
30,0,2,R,FALSE,3.021,1.266,0.997,1.116,2.264,1.863,0.994,0.847,0.901,1.331,0.274,2.439,2.13,2.251,1.399,1,0,0,0,0
31,3,3,R,TRUE,3.049,2.33,1.262,1.023,1.516,1.879,1.734,0.954,0.854,1.069,0.206,0.222,1.8,2.161,1.863,1,1,0,0,0
32,4,4,R,TRUE,2.992,2.904,2.745,1.584,1.848,1.836,2.118,2.161,1.332,1.617,0.221,0.157,0.465,2.133,2.271,1,1,1,0,0
33,6,5,R,FALSE,3.105,3.021,3.013,3.086,2.671,1.915,2.165,2.319,2.326,1.835,0.199,0.125,0.183,0.269,0.45,1,1,1,1,0
34,6,6,R,TRUE,3.035,2.912,3.025,3.076,3.04,1.968,2.065,2.304,2.366,2.368,0.186,0.143,0.237,0.274,0.34,1,1,1,1,1
35,7,7,R,TRUE,1.838,2.963,3.05,3.018,3.062,0.679,2.172,2.339,2.429,2.398,1.347,0.107,0.127,0.097,0.322,0,1,1,1,1
36,7,8,R,FALSE,2.243,1.86,3.027,3.051,2.946,1.055,1.603,2.095,2.371,2.203,1.022,1.274,0.302,0.115,0.448,0,0,1,1,1
37,9,9,R,TRUE,2.09,0.911,0.329,2.472,2.801,0.804,0.918,0.513,1.663,2.061,1.333,1.494,2.264,0.715,0.436,0,0,0,1,1
38,0,10,R,FALSE,2.638,1.853,1.838,1.468,2.726,1.133,1.847,1.744,1.606,1.976,0.781,2.162,2.168,2.164,0.138,0,0,0,0,1
39,11,11,R,TRUE,1.982,2.986,2.816,1.729,1.709,0.781,2.249,2.446,1.518,1.602,1.28,0.122,0.368,1.893,2.094,0,1,1,0,0
40,12,12,R,TRUE,2.979,2.379,1.437,1.262,2.54,1.859,1.627,1.092,1.053,1.936,0.294,0.477,1.843,1.87,0.211,1,1,0,0,1
41,13,13,R,TRUE,2.21,2.725,1.404,1.092,1.56,1.078,2.03,1.021,0.925,1.183,1.008,0.531,1.789,2.243,2.05,0,1,0,0,0
42,7,14,R,FALSE,1.799,3.021,2.991,3.093,2.798,0.771,2.168,2.388,2.342,1.858,1.349,0.146,0.237,0.343,0.492,0,1,1,1,0
43,1,1,L,TRUE,2.323,1.362,1.529,1.383,2.431,1.237,1.34,1.117,1.058,1.386,0.886,2.452,2.089,2.273,2.162,0,0,0,0,0
44,2,2,L,TRUE,3.093,1.653,1.482,1.563,2.571,1.901,1.402,1.033,1.07,1.559,0.127,2.609,2.102,2.102,1.744,1,0,0,0,0
45,3,3,L,TRUE,3.044,2.601,1.766,1.053,1.637,2.03,2.079,1.168,0.894,1.245,0.218,0.583,1.913,2.358,2.209,1,1,0,0,0
46,4,4,L,TRUE,3.056,2.986,2.381,1.252,1.693,1.755,2.128,1.801,0.985,1.113,0.256,0.193,0.334,2.208,2.255,1,1,1,0,0
47,6,5,L,FALSE,2.985,3.051,2.913,2.875,2.182,1.77,2.152,2.183,1.967,1.983,0.43,0.224,0.206,0.623,1.492,1,1,1,1,0
48,6,6,L,TRUE,3.016,3.008,3.045,3.129,3.054,1.881,2.187,2.24,2.392,2.222,0.316,0.228,0.178,0.078,0.266,1,1,1,1,1
49,7,7,L,TRUE,1.515,3.049,3.093,2.986,3.025,0.424,2.198,2.246,2.467,2.1,1.71,0.119,0.152,0.094,0.293,0,1,1,1,1
50,8,8,L,TRUE,2.248,1.523,3.012,3.021,2.911,1.01,1.855,2.125,2.308,2.246,1.006,1.841,0.193,0.047,0.306,0,0,1,1,1
51,0,9,L,FALSE,2.604,1.874,1.816,2.415,2.916,1.195,1.948,1.912,1.56,2.261,0.545,1.568,1.552,0.614,0.26,0,0,0,1,1
52,10,10,L,TRUE,2.62,1.631,1.721,1.559,2.966,1.107,2.16,2.124,1.823,2.015,0.679,2.153,2.106,1.951,0.058,0,0,0,0,1
53,11,11,L,TRUE,1.848,2.944,2.708,1.818,2.076,0.838,2.135,2.099,1.474,1.615,1.373,0.158,0.462,2.152,2.412,0,1,1,0,0
54,12,12,L,TRUE,3.068,1.885,1.627,1.684,2.812,2.062,1.556,1.261,1.365,2.108,0.237,0.345,2.291,2.177,0.219,1,1,0,0,1
55,13,13,L,TRUE,2.282,2.836,1.966,1.521,1.815,1.105,2.275,1.28,1.134,1.356,1,0.415,1.923,2.25,2.413,0,1,0,0,0
56,7,14,L,FALSE,2.019,2.812,2.673,2.792,2.353,0.901,2.023,1.967,2.055,2.038,1.2,0.182,0.316,0.374,1.115,0,1,1,1,0
57,1,1,L,TRUE,2.319,1.657,1.725,1.464,1.926,1.323,1.118,1.075,1.058,1.395,0.834,1.925,1.774,1.989,2,0,0,0,0,0
58,2,2,L,TRUE,3.022,1.301,1.06,1.01,1.847,1.896,1.128,0.911,0.847,1.216,0.28,2.627,2.478,2.262,1.404,1,0,0,0,0
59,2,3,L,FALSE,3.115,0.779,1.035,1.131,1.72,2.019,0.734,0.861,0.908,1.229,0.125,1.863,2.075,2.117,1.703,1,1,0,0,0
60,4,4,L,TRUE,3.05,2.906,2.63,1.91,2.008,1.852,2.01,1.343,1.411,1.648,0.21,0.142,0.698,1.783,2.026,1,1,1,0,0
61,6,5,L,FALSE,2.968,3.057,2.935,2.602,2.131,1.897,2.108,2.26,2.125,1.914,0.448,0.271,0.26,0.649,1.312,1,1,1,1,0
62,6,6,L,TRUE,3.068,2.968,3.038,3.117,3.007,1.94,2.152,2.249,2.404,2.279,0.243,0.269,0.188,0.046,0.229,1,1,1,1,1
63,7,7,L,TRUE,1.448,3.071,3.079,2.928,3.021,0.458,2.168,2.28,2.359,2.002,1.733,0.268,0.319,0.203,0.417,0,1,1,1,1
64,7,8,R,FALSE,2.31,1.978,2.901,2.905,2.746,1.137,1.795,2.347,2.273,1.883,0.921,1.254,0.391,0.092,0.148,0,0,1,1,1
65,7,9,R,FALSE,2.606,2.981,2.704,1.905,2.152,1.357,2.347,2.117,1.617,1.826,0.746,0.205,0.586,1.384,1.407,0,0,0,1,1
66,13,10,R,FALSE,2.166,2.895,2.139,2.132,2.145,0.991,2.473,1.788,1.832,1.937,1.12,0.273,1.739,1.87,1.865,0,0,0,0,1
67,0,11,L,FALSE,2.009,2.955,2.55,1.75,2.19,0.877,1.872,1.638,1.541,1.818,1.235,0.044,0.5,1.648,1.49,0,1,1,0,0
68,12,12,L,TRUE,3.072,2.5,1.76,1.77,2.791,1.945,1.248,1.267,1.303,2.228,0.157,1.073,2.097,1.907,0.25,1,1,0,0,1
69,13,13,L,TRUE,2.055,2.821,1.843,1.355,1.724,1.07,2.215,1.295,1.127,1.365,1.246,0.717,1.917,2.364,2.582,0,1,0,0,0
70,7,14,L,FALSE,1.9,2.973,2.918,3,2.061,0.905,2.118,2.323,2.095,1.782,1.316,0.299,0.323,0.291,1.249,0,1,1,1,0
71,1,1,L,TRUE,2.214,1.733,2.387,1.396,1.935,1.234,1.118,1.114,1.018,1.327,0.954,1.953,1.595,1.939,1.971,0,0,0,0,0
72,2,2,L,TRUE,3.026,1.252,0.976,0.864,1.82,1.825,1.062,0.838,0.79,1.237,0.308,2.608,2.397,2.085,1.307,1,0,0,0,0
